City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
257,Languyan,PH,2021-09-17 13:54:30,5.2618,120.0807,79.11,84,100,2.55
258,Geilo,NO,2021-09-17 13:54:31,60.5333,8.2076,42.69,74,100,5.61
259,Mar Del Plata,AR,2021-09-17 13:50:18,-38.0023,-57.5575,60.82,67,0,13.8
260,Alugan,PH,2021-09-17 13:54:31,12.2188,125.4808,80.15,80,99,1.5
261,Kambove,CD,2021-09-17 13:54:31,-10.8764,26.5969,91.44,14,11,5.99
262,Bosaso,SO,2021-09-17 13:50:09,11.2842,49.1816,91.38,79,0,4.61
263,Luanda,AO,2021-09-17 13:54:32,-8.8368,13.2343,74.41,72,16,11.79
264,Thompson,CA,2021-09-17 13:54:32,55.7435,-97.8558,44.76,93,90,8.05
265,Ambam,CM,2021-09-17 13:54:33,2.3833,11.2833,78.58,74,85,4.16
266,Muroto,JP,2021-09-17 13:54:33,33.2833,134.15,78.82,89,100,22.12
267,Kalmunai,LK,2021-09-17 13:54:34,7.4167,81.8167,83.32,78,99,6.13
268,Quatre Cocos,MU,2021-09-17 13:54:34,-20.2078,57.7625,75.31,81,14,6.64
269,Olbernhau,DE,2021-09-17 13:54:34,50.6667,13.3333,60.28,87,99,8.77
270,Smithers,CA,2021-09-17 13:54:35,54.7804,-127.1743,41.32,93,90,5.75
271,Kaitangata,NZ,2021-09-17 13:54:35,-46.2817,169.8464,34.93,82,36,5.64
272,Ahipara,NZ,2021-09-17 13:54:35,-35.1667,173.1667,53.1,75,45,10.36
273,Longyearbyen,SJ,2021-09-17 13:54:36,78.2186,15.6401,40.84,87,75,2.3
274,Hirara,JP,2021-09-17 13:54:36,24.8,125.2833,82.35,78,12,5.7
275,Anamur,TR,2021-09-17 13:50:39,36.0751,32.8369,81.61,49,6,9.4
276,Suzaka,JP,2021-09-17 13:54:37,36.65,138.3167,69.8,77,100,1.99
277,Kohlu,PK,2021-09-17 13:54:37,29.8962,69.252,90.72,13,0,6.13
278,Carutapera,BR,2021-09-17 13:54:37,-1.195,-46.02,87.64,57,11,9.71
279,Vryburg,ZA,2021-09-17 13:54:38,-26.9566,24.7284,74.97,7,35,10.18
280,Amapa,BR,2021-09-17 13:54:38,1.0,-52.0,90.01,48,4,3.89
281,Jaca,ES,2021-09-17 13:54:38,42.569,-0.5499,78.01,31,0,5.21
282,Sabang,ID,2021-09-17 13:54:39,5.8933,95.3214,83.19,73,28,6.42
283,Umm Kaddadah,SD,2021-09-17 13:54:39,13.6017,26.6876,96.76,16,9,13.04
284,Xiaoshi,CN,2021-09-17 13:54:39,41.2971,124.1209,60.82,91,0,1.66
285,Kamphaeng Phet,TH,2021-09-17 13:54:40,16.25,99.5,76.96,93,100,3.33
286,Kumylzhenskaya,RU,2021-09-17 13:54:40,49.8809,42.5898,67.55,27,99,5.77
287,Nhulunbuy,AU,2021-09-17 13:54:41,-12.2333,136.7667,74.01,78,27,4.61
288,Maldonado,UY,2021-09-17 13:54:41,-34.6667,-54.9167,61.99,49,0,8.81
289,Kinablangan,PH,2021-09-17 13:54:41,7.6947,126.5503,75.96,92,100,3.98
